RegionName,Attribute,Time,electricity,hfo,gas,geo,heat,CO2f,wind,cook,biomass,water,uranium,solar,coal,diesel,hydrogen,e_demand
Eastern,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northeast,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalif,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BajaCalifSouth,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsular,Export,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
