ProcessName,RegionName,Time,Parameter,Unit,Central,Eastern,Western,Northwest,North,Northeast,BajaCalif,BajaCalifSouth,Peninsular
OFF_WIND,Eastern,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,Eastern,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,Eastern,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,Eastern,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
HYD_SS,Eastern,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
CC_OIL,Eastern,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
FB,Eastern,2020,cap_par,MUSD/PJ,132.1765251,158.6118301,158.6118301,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004
COALP,Eastern,2020,cap_par,MUSD/PJ,54.91738682,45.76448902,54.91738682,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473
NUCL,Eastern,2020,cap_par,MUSD/PJ,189.216,157.68,189.216,756.864,756.864,756.864,756.864,756.864,756.864
BIO_CCS,Eastern,2020,cap_par,MUSD/PJ,186.7630316,155.6358597,186.7630316,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266
COALP_CCS,Eastern,2020,cap_par,MUSD/PJ,109.8347736,91.528978,109.8347736,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944
GAS_CC_CCS,Eastern,2020,cap_par,MUSD/PJ,47.85553403,39.87961169,47.85553403,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361
FC_H2,Eastern,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
C_H2,Eastern,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
PV_SSG,Eastern,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CSP,Eastern,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CC_GAS,Western,2020,cap_par,MUSD/PJ,29.00335396,24.16946163,29.00335396,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158
OC_GAS,Western,2020,cap_par,MUSD/PJ,21.13619419,17.61349516,21.13619419,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677
OC_OIL,Western,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
BIO,Western,2020,cap_par,MUSD/PJ,116.0654776,96.7212313,116.0654776,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102
ON_WIND,Western,2020,cap_par,MUSD/PJ,61.31122214,51.09268512,61.31122214,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886
OFF_WIND,Western,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,Western,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,Western,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,Western,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
HYD_SS,Western,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
CC_OIL,Western,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
FB,Western,2020,cap_par,MUSD/PJ,132.1765251,158.6118301,158.6118301,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004
COALP,Western,2020,cap_par,MUSD/PJ,54.91738682,45.76448902,54.91738682,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473
NUCL,Western,2020,cap_par,MUSD/PJ,189.216,157.68,189.216,756.864,756.864,756.864,756.864,756.864,756.864
BIO_CCS,Western,2020,cap_par,MUSD/PJ,186.7630316,155.6358597,186.7630316,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266
COALP_CCS,Western,2020,cap_par,MUSD/PJ,109.8347736,91.528978,109.8347736,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944
GAS_CC_CCS,Western,2020,cap_par,MUSD/PJ,47.85553403,39.87961169,47.85553403,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361
FC_H2,Western,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
C_H2,Western,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
PV_SSG,Western,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CSP,Western,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CC_GAS,Northwest,2020,cap_par,MUSD/PJ,29.00335396,24.16946163,29.00335396,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158
OC_GAS,Northwest,2020,cap_par,MUSD/PJ,21.13619419,17.61349516,21.13619419,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677
OC_OIL,Northwest,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
BIO,Northwest,2020,cap_par,MUSD/PJ,116.0654776,96.7212313,116.0654776,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102
ON_WIND,Northwest,2020,cap_par,MUSD/PJ,61.31122214,51.09268512,61.31122214,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886
OFF_WIND,Northwest,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,Northwest,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,Northwest,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,Northwest,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
HYD_SS,Northwest,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
CC_OIL,Northwest,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
FB,Northwest,2020,cap_par,MUSD/PJ,132.1765251,158.6118301,158.6118301,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004
COALP,Northwest,2020,cap_par,MUSD/PJ,54.91738682,45.76448902,54.91738682,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473
NUCL,Northwest,2020,cap_par,MUSD/PJ,189.216,157.68,189.216,756.864,756.864,756.864,756.864,756.864,756.864
BIO_CCS,Northwest,2020,cap_par,MUSD/PJ,186.7630316,155.6358597,186.7630316,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266
COALP_CCS,Northwest,2020,cap_par,MUSD/PJ,109.8347736,91.528978,109.8347736,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944
GAS_CC_CCS,Northwest,2020,cap_par,MUSD/PJ,47.85553403,39.87961169,47.85553403,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361
FC_H2,Northwest,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
C_H2,Northwest,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
PV_SSG,Northwest,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CSP,Northwest,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CC_GAS,North,2020,cap_par,MUSD/PJ,29.00335396,24.16946163,29.00335396,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158
OC_GAS,North,2020,cap_par,MUSD/PJ,21.13619419,17.61349516,21.13619419,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677
OC_OIL,North,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
BIO,North,2020,cap_par,MUSD/PJ,116.0654776,96.7212313,116.0654776,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102
ON_WIND,North,2020,cap_par,MUSD/PJ,61.31122214,51.09268512,61.31122214,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886
OFF_WIND,North,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,North,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,North,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,North,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
HYD_SS,North,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
CC_OIL,North,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
FB,North,2020,cap_par,MUSD/PJ,132.1765251,158.6118301,158.6118301,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004
COALP,North,2020,cap_par,MUSD/PJ,54.91738682,45.76448902,54.91738682,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473
NUCL,North,2020,cap_par,MUSD/PJ,189.216,157.68,189.216,756.864,756.864,756.864,756.864,756.864,756.864
BIO_CCS,North,2020,cap_par,MUSD/PJ,186.7630316,155.6358597,186.7630316,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266
COALP_CCS,North,2020,cap_par,MUSD/PJ,109.8347736,91.528978,109.8347736,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944
GAS_CC_CCS,North,2020,cap_par,MUSD/PJ,47.85553403,39.87961169,47.85553403,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361
FC_H2,North,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
C_H2,North,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
PV_SSG,North,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CSP,North,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CC_GAS,Northeast,2020,cap_par,MUSD/PJ,29.00335396,24.16946163,29.00335396,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158
OC_GAS,Northeast,2020,cap_par,MUSD/PJ,21.13619419,17.61349516,21.13619419,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677
OC_OIL,Northeast,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
BIO,Northeast,2020,cap_par,MUSD/PJ,116.0654776,96.7212313,116.0654776,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102
ON_WIND,Northeast,2020,cap_par,MUSD/PJ,61.31122214,51.09268512,61.31122214,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886
OFF_WIND,Northeast,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,Northeast,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,Northeast,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,Northeast,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
HYD_SS,Northeast,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
CC_OIL,Northeast,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
FB,Northeast,2020,cap_par,MUSD/PJ,132.1765251,158.6118301,158.6118301,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004
COALP,Northeast,2020,cap_par,MUSD/PJ,54.91738682,45.76448902,54.91738682,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473
NUCL,Northeast,2020,cap_par,MUSD/PJ,189.216,157.68,189.216,756.864,756.864,756.864,756.864,756.864,756.864
BIO_CCS,Northeast,2020,cap_par,MUSD/PJ,186.7630316,155.6358597,186.7630316,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266
COALP_CCS,Northeast,2020,cap_par,MUSD/PJ,109.8347736,91.528978,109.8347736,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944
GAS_CC_CCS,Northeast,2020,cap_par,MUSD/PJ,47.85553403,39.87961169,47.85553403,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361
FC_H2,Northeast,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
C_H2,Northeast,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
PV_SSG,Northeast,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CSP,Northeast,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CC_GAS,BajaCalif,2020,cap_par,MUSD/PJ,29.00335396,24.16946163,29.00335396,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158
OC_GAS,BajaCalif,2020,cap_par,MUSD/PJ,21.13619419,17.61349516,21.13619419,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677
OC_OIL,BajaCalif,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
BIO,BajaCalif,2020,cap_par,MUSD/PJ,116.0654776,96.7212313,116.0654776,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102
ON_WIND,BajaCalif,2020,cap_par,MUSD/PJ,61.31122214,51.09268512,61.31122214,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886
OFF_WIND,BajaCalif,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,BajaCalif,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,BajaCalif,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,BajaCalif,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
HYD_SS,BajaCalif,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
CC_OIL,BajaCalif,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
FB,BajaCalif,2020,cap_par,MUSD/PJ,132.1765251,158.6118301,158.6118301,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004
COALP,BajaCalif,2020,cap_par,MUSD/PJ,54.91738682,45.76448902,54.91738682,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473
NUCL,BajaCalif,2020,cap_par,MUSD/PJ,189.216,157.68,189.216,756.864,756.864,756.864,756.864,756.864,756.864
BIO_CCS,BajaCalif,2020,cap_par,MUSD/PJ,186.7630316,155.6358597,186.7630316,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266
COALP_CCS,BajaCalif,2020,cap_par,MUSD/PJ,109.8347736,91.528978,109.8347736,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944
GAS_CC_CCS,BajaCalif,2020,cap_par,MUSD/PJ,47.85553403,39.87961169,47.85553403,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361
FC_H2,BajaCalif,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
C_H2,BajaCalif,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
PV_SSG,BajaCalif,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CSP,BajaCalif,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CC_GAS,BajaCalifSouth,2020,cap_par,MUSD/PJ,29.00335396,24.16946163,29.00335396,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158
OC_GAS,BajaCalifSouth,2020,cap_par,MUSD/PJ,21.13619419,17.61349516,21.13619419,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677
OC_OIL,BajaCalifSouth,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
BIO,BajaCalifSouth,2020,cap_par,MUSD/PJ,116.0654776,96.7212313,116.0654776,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102
ON_WIND,BajaCalifSouth,2020,cap_par,MUSD/PJ,61.31122214,51.09268512,61.31122214,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886
OFF_WIND,BajaCalifSouth,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,BajaCalifSouth,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,BajaCalifSouth,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,BajaCalifSouth,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
HYD_SS,BajaCalifSouth,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
CC_OIL,BajaCalifSouth,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
FB,BajaCalifSouth,2020,cap_par,MUSD/PJ,132.1765251,158.6118301,158.6118301,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004,528.7061004
COALP,BajaCalifSouth,2020,cap_par,MUSD/PJ,54.91738682,45.76448902,54.91738682,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473,219.6695473
NUCL,BajaCalifSouth,2020,cap_par,MUSD/PJ,189.216,157.68,189.216,756.864,756.864,756.864,756.864,756.864,756.864
BIO_CCS,BajaCalifSouth,2020,cap_par,MUSD/PJ,186.7630316,155.6358597,186.7630316,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266,747.0521266
COALP_CCS,BajaCalifSouth,2020,cap_par,MUSD/PJ,109.8347736,91.528978,109.8347736,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944,439.3390944
GAS_CC_CCS,BajaCalifSouth,2020,cap_par,MUSD/PJ,47.85553403,39.87961169,47.85553403,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361,191.4221361
FC_H2,BajaCalifSouth,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
C_H2,BajaCalifSouth,2020,cap_par,MUSD/PJ,99,105,105,109,111,110,290,310,260
PV_SSG,BajaCalifSouth,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CSP,BajaCalifSouth,2020,cap_par,MUSD/PJ,157.8628966,131.5524138,157.8628966,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862,631.4515862
CC_GAS,Peninsular,2020,cap_par,MUSD/PJ,29.00335396,24.16946163,29.00335396,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158,116.0134158
OC_GAS,Peninsular,2020,cap_par,MUSD/PJ,21.13619419,17.61349516,21.13619419,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677,84.54477677
OC_OIL,Peninsular,2020,cap_par,MUSD/PJ,52.84048548,44.0337379,52.84048548,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419,211.3619419
BIO,Peninsular,2020,cap_par,MUSD/PJ,116.0654776,96.7212313,116.0654776,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102,464.2619102
ON_WIND,Peninsular,2020,cap_par,MUSD/PJ,61.31122214,51.09268512,61.31122214,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886,245.2448886
OFF_WIND,Peninsular,2020,cap_par,MUSD/PJ,158.6118301,132.1765251,158.6118301,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205,634.4473205
GEOTH,Peninsular,2020,cap_par,MUSD/PJ,313.5288337,261.2740281,313.5288337,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335,1254.115335
PV_GND,Peninsular,2020,cap_par,MUSD/PJ,76.38527255,63.65439379,76.38527255,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902,305.5410902
HYD_LS,Peninsular,2020,cap_par,MUSD/PJ,60.10964011,50.09136676,60.10964011,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604,240.4385604
