ProcessName,RegionName,Time,Parameter,Unit,Central,Eastern,Western,Northwest,North,Northeast,BajaCalif,BajaCalifSouth,Peninsular,
OC_GAS,Western,2020,fix_par,MUSD/PJ,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,
CC_GAS,Western,2020,fix_par,MUSD/PJ,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,
GAS_CC_CCS,Western,2020,fix_par,MUSD/PJ,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,
OC_OIL,Western,2020,fix_par,MUSD/PJ,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,
GEOTH,Western,2020,fix_par,MUSD/PJ,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,
HYD_LS,Western,2020,fix_par,MUSD/PJ,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,
ON_WIND,Western,2020,fix_par,MUSD/PJ,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,
OFF_WIND,Western,2020,fix_par,MUSD/PJ,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,
PV_GND,Western,2020,fix_par,MUSD/PJ,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,
PV_SSG,Western,2020,fix_par,MUSD/PJ,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,
NUCL,Western,2020,fix_par,MUSD/PJ,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,
BIO,Northwest,2020,fix_par,MUSD/PJ,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,
BIO_CCS,Northwest,2020,fix_par,MUSD/PJ,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,
COAL,Northwest,2020,fix_par,MUSD/PJ,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,
COAL_CCS,Northwest,2020,fix_par,MUSD/PJ,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,
OC_GAS,Northwest,2020,fix_par,MUSD/PJ,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,
CC_GAS,Northwest,2020,fix_par,MUSD/PJ,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,
GAS_CC_CCS,Northwest,2020,fix_par,MUSD/PJ,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,
OC_OIL,Northwest,2020,fix_par,MUSD/PJ,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,
GEOTH,Northwest,2020,fix_par,MUSD/PJ,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,
HYD_LS,Northwest,2020,fix_par,MUSD/PJ,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,
ON_WIND,Northwest,2020,fix_par,MUSD/PJ,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,
OFF_WIND,Northwest,2020,fix_par,MUSD/PJ,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,
PV_GND,Northwest,2020,fix_par,MUSD/PJ,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,
PV_SSG,Northwest,2020,fix_par,MUSD/PJ,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,
NUCL,Northwest,2020,fix_par,MUSD/PJ,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,
BIO,North,2020,fix_par,MUSD/PJ,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,
BIO_CCS,North,2020,fix_par,MUSD/PJ,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,
COAL,North,2020,fix_par,MUSD/PJ,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,
COAL_CCS,North,2020,fix_par,MUSD/PJ,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,
OC_GAS,North,2020,fix_par,MUSD/PJ,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,
CC_GAS,North,2020,fix_par,MUSD/PJ,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,
GAS_CC_CCS,North,2020,fix_par,MUSD/PJ,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,
OC_OIL,North,2020,fix_par,MUSD/PJ,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,
GEOTH,North,2020,fix_par,MUSD/PJ,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,
HYD_LS,North,2020,fix_par,MUSD/PJ,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,
ON_WIND,North,2020,fix_par,MUSD/PJ,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,
OFF_WIND,North,2020,fix_par,MUSD/PJ,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,
PV_GND,North,2020,fix_par,MUSD/PJ,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,
PV_SSG,North,2020,fix_par,MUSD/PJ,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,
NUCL,North,2020,fix_par,MUSD/PJ,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,
BIO,Northeast,2020,fix_par,MUSD/PJ,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,
BIO_CCS,Northeast,2020,fix_par,MUSD/PJ,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,
COAL,Northeast,2020,fix_par,MUSD/PJ,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,
COAL_CCS,Northeast,2020,fix_par,MUSD/PJ,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,
OC_GAS,Northeast,2020,fix_par,MUSD/PJ,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,
CC_GAS,Northeast,2020,fix_par,MUSD/PJ,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,
GAS_CC_CCS,Northeast,2020,fix_par,MUSD/PJ,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,
OC_OIL,Northeast,2020,fix_par,MUSD/PJ,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,
GEOTH,Northeast,2020,fix_par,MUSD/PJ,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,
HYD_LS,Northeast,2020,fix_par,MUSD/PJ,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,
ON_WIND,Northeast,2020,fix_par,MUSD/PJ,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,
OFF_WIND,Northeast,2020,fix_par,MUSD/PJ,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,
PV_GND,Northeast,2020,fix_par,MUSD/PJ,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,
PV_SSG,Northeast,2020,fix_par,MUSD/PJ,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,
NUCL,Northeast,2020,fix_par,MUSD/PJ,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,
BIO,BajaCalif,2020,fix_par,MUSD/PJ,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,
BIO_CCS,BajaCalif,2020,fix_par,MUSD/PJ,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,
COAL,BajaCalif,2020,fix_par,MUSD/PJ,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,
COAL_CCS,BajaCalif,2020,fix_par,MUSD/PJ,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,
OC_GAS,BajaCalif,2020,fix_par,MUSD/PJ,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,
CC_GAS,BajaCalif,2020,fix_par,MUSD/PJ,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,
GAS_CC_CCS,BajaCalif,2020,fix_par,MUSD/PJ,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,
OC_OIL,BajaCalif,2020,fix_par,MUSD/PJ,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,
GEOTH,BajaCalif,2020,fix_par,MUSD/PJ,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,
HYD_LS,BajaCalif,2020,fix_par,MUSD/PJ,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,
ON_WIND,BajaCalif,2020,fix_par,MUSD/PJ,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,
OFF_WIND,BajaCalif,2020,fix_par,MUSD/PJ,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,
PV_GND,BajaCalif,2020,fix_par,MUSD/PJ,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,
PV_SSG,BajaCalif,2020,fix_par,MUSD/PJ,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,
NUCL,BajaCalif,2020,fix_par,MUSD/PJ,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,
BIO,BajaCalifSouth,2020,fix_par,MUSD/PJ,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,
BIO_CCS,BajaCalifSouth,2020,fix_par,MUSD/PJ,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,
COAL,BajaCalifSouth,2020,fix_par,MUSD/PJ,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,
COAL_CCS,BajaCalifSouth,2020,fix_par,MUSD/PJ,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,
OC_GAS,BajaCalifSouth,2020,fix_par,MUSD/PJ,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,
CC_GAS,BajaCalifSouth,2020,fix_par,MUSD/PJ,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,
GAS_CC_CCS,BajaCalifSouth,2020,fix_par,MUSD/PJ,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,
OC_OIL,BajaCalifSouth,2020,fix_par,MUSD/PJ,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,
GEOTH,BajaCalifSouth,2020,fix_par,MUSD/PJ,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,
HYD_LS,BajaCalifSouth,2020,fix_par,MUSD/PJ,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,
ON_WIND,BajaCalifSouth,2020,fix_par,MUSD/PJ,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,
OFF_WIND,BajaCalifSouth,2020,fix_par,MUSD/PJ,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,
PV_GND,BajaCalifSouth,2020,fix_par,MUSD/PJ,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,
PV_SSG,BajaCalifSouth,2020,fix_par,MUSD/PJ,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,
NUCL,BajaCalifSouth,2020,fix_par,MUSD/PJ,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,
BIO,Peninsular,2020,fix_par,MUSD/PJ,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,1.45081847,
BIO_CCS,Peninsular,2020,fix_par,MUSD/PJ,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,2.3345379,
COAL,Peninsular,2020,fix_par,MUSD/PJ,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,0.91528978,
COAL_CCS,Peninsular,2020,fix_par,MUSD/PJ,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,2.9488249,
OC_GAS,Peninsular,2020,fix_par,MUSD/PJ,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,0.70453981,
CC_GAS,Peninsular,2020,fix_par,MUSD/PJ,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,0.60423654,
GAS_CC_CCS,Peninsular,2020,fix_par,MUSD/PJ,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,0.99699029,
OC_OIL,Peninsular,2020,fix_par,MUSD/PJ,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,1.05680971,
GEOTH,Peninsular,2020,fix_par,MUSD/PJ,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,5.22548056,
HYD_LS,Peninsular,2020,fix_par,MUSD/PJ,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,1.00182734,
ON_WIND,Peninsular,2020,fix_par,MUSD/PJ,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,0.76639028,
OFF_WIND,Peninsular,2020,fix_par,MUSD/PJ,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,3.96529575,
PV_GND,Peninsular,2020,fix_par,MUSD/PJ,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,0.63654394,
PV_SSG,Peninsular,2020,fix_par,MUSD/PJ,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,1.31552414,
NUCL,Peninsular,2020,fix_par,MUSD/PJ,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,
BIO,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
BIO,Eastern,2020,MaxCapacityAddition,PJ/y,104.0688,104.0688,104.0688,0,0,0,0,0,0,
BIO,Western,2020,MaxCapacityAddition,PJ/y,25.2288,25.2288,25.2288,104.0688,104.0688,0,0,0,0,
BIO,Northwest,2020,MaxCapacityAddition,PJ/y,0,200,200,200,200,0,0,0,0,
BIO,North,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
BIO,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,200,0,0,
BIO,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
BIO,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
BIO,Peninsular,2020,MaxCapacityAddition,PJ/y,200,200,0,0,0,0,0,0,200,
BIO_CCS,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
BIO_CCS,Eastern,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
BIO_CCS,Western,2020,MaxCapacityAddition,PJ/y,200,200,200,200,200,0,0,0,0,
BIO_CCS,Northwest,2020,MaxCapacityAddition,PJ/y,0,200,200,200,200,0,0,0,0,
BIO_CCS,North,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
BIO_CCS,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
BIO_CCS,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
BIO_CCS,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
BIO_CCS,Peninsular,2020,MaxCapacityAddition,PJ/y,0,200,0,0,0,0,0,0,200,
C_H2,Central,2020,MaxCapacityAddition,PJ/y,263.451744,263.451744,263.451744,0,0,0,0,0,0,
C_H2,Eastern,2020,MaxCapacityAddition,PJ/y,356.924448,356.924448,356.924448,0,0,0,0,0,0,
C_H2,Western,2020,MaxCapacityAddition,PJ/y,426.68208,426.68208,426.68208,356.924448,356.924448,0,0,0,0,
C_H2,Northwest,2020,MaxCapacityAddition,PJ/y,0,368.277408,368.277408,368.277408,368.277408,0,0,0,0,
C_H2,North,2020,MaxCapacityAddition,PJ/y,0,0,275.876928,275.876928,275.876928,275.876928,0,0,0,
C_H2,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,905.650848,905.650848,905.650848,905.650848,0,0,0,
C_H2,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,141.848928,141.848928,0,
C_H2,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,7.127136,7.127136,0,
C_H2,Peninsular,2020,MaxCapacityAddition,PJ/y,0,111.574368,0,0,0,0,0,0,111.574368,
CC_GAS,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
CC_GAS,Eastern,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
CC_GAS,Western,2020,MaxCapacityAddition,PJ/y,200,200,200,200,200,0,0,0,0,
CC_GAS,Northwest,2020,MaxCapacityAddition,PJ/y,0,200,200,200,200,0,0,0,0,
CC_GAS,North,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
CC_GAS,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,200,0,0,
CC_GAS,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
CC_GAS,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
CC_GAS,Peninsular,2020,MaxCapacityAddition,PJ/y,200,200,0,0,0,0,0,0,200,
CC_OIL,Central,2020,MaxCapacityAddition,PJ/y,87.03936,87.03936,87.03936,0,0,0,0,0,0,
CC_OIL,Eastern,2020,MaxCapacityAddition,PJ/y,184.17024,184.17024,184.17024,0,0,0,0,0,0,
CC_OIL,Western,2020,MaxCapacityAddition,PJ/y,520.97472,520.97472,520.97472,184.17024,184.17024,0,0,0,0,
CC_OIL,Northwest,2020,MaxCapacityAddition,PJ/y,0,35.32032,35.32032,35.32032,35.32032,0,0,0,0,
CC_OIL,North,2020,MaxCapacityAddition,PJ/y,0,0,72.5328,72.5328,72.5328,72.5328,0,0,0,
CC_OIL,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,141.28128,141.28128,141.28128,141.28128,0,0,0,
CC_OIL,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
CC_OIL,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,299.592,299.592,299.592,
CC_OIL,Peninsular,2020,MaxCapacityAddition,PJ/y,200,200,0,0,0,0,0,0,200,
COAL,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
COAL,Eastern,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
COAL,Western,2020,MaxCapacityAddition,PJ/y,211.2912,211.2912,211.2912,200,200,0,0,0,0,
COAL,Northwest,2020,MaxCapacityAddition,PJ/y,0,200,200,200,200,0,0,0,0,
COAL,North,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
COAL,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,832.5504,832.5504,832.5504,832.5504,832.5504,0,0,
COAL,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
COAL,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
COAL,Peninsular,2020,MaxCapacityAddition,PJ/y,0,200,0,0,0,0,0,0,200,
COAL_CCS,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
COAL_CCS,Eastern,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
COAL_CCS,Western,2020,MaxCapacityAddition,PJ/y,200,200,200,200,200,0,0,0,0,
COAL_CCS,Northwest,2020,MaxCapacityAddition,PJ/y,0,200,200,200,200,0,0,0,0,
COAL_CCS,North,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
COAL_CCS,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
COAL_CCS,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
COAL_CCS,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
COAL_CCS,Peninsular,2020,MaxCapacityAddition,PJ/y,0,200,0,0,0,0,0,0,200,
CSP,Central,2020,MaxCapacityAddition,PJ/y,20,20,20,0,0,0,0,0,0,
CSP,Eastern,2020,MaxCapacityAddition,PJ/y,20,20,20,0,0,0,0,0,0,
CSP,Western,2020,MaxCapacityAddition,PJ/y,48.56544,48.56544,48.56544,20,20,0,0,0,0,
CSP,Northwest,2020,MaxCapacityAddition,PJ/y,0,28.760832,28.760832,28.760832,28.760832,0,0,0,0,
CSP,North,2020,MaxCapacityAddition,PJ/y,0,0,71.58672,71.58672,71.58672,71.58672,0,0,0,
CSP,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,29.265408,29.265408,29.265408,29.265408,0,0,0,
CSP,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,20,20,0,
CSP,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,5.234976,5.234976,0,
CSP,Peninsular,2020,MaxCapacityAddition,PJ/y,0,43.898112,0,0,0,0,0,0,43.898112,
FB,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
FB,Eastern,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
FB,Western,2020,MaxCapacityAddition,PJ/y,211,211,211,200,200,0,0,0,0,
FB,Northwest,2020,MaxCapacityAddition,PJ/y,0,200,200,200,200,0,0,0,0,
FB,North,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
FB,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,832.5504,832.5504,832.5504,832.5504,0,0,0,
FB,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
FB,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
FB,Peninsular,2020,MaxCapacityAddition,PJ/y,0,200,0,0,0,0,0,0,200,
FC_H2,Central,2020,MaxCapacityAddition,PJ/y,263.451744,263.451744,263.451744,0,0,0,0,0,0,
FC_H2,Eastern,2020,MaxCapacityAddition,PJ/y,356.924448,356.924448,356.924448,0,0,0,0,0,0,
FC_H2,Western,2020,MaxCapacityAddition,PJ/y,426.68208,426.68208,426.68208,356.924448,356.924448,0,0,0,0,
FC_H2,Northwest,2020,MaxCapacityAddition,PJ/y,0,368.277408,368.277408,368.277408,368.277408,0,0,0,0,
FC_H2,North,2020,MaxCapacityAddition,PJ/y,0,0,275.876928,275.876928,275.876928,275.876928,0,0,0,
FC_H2,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,905.650848,905.650848,905.650848,905.650848,0,0,0,
FC_H2,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,141.848928,141.848928,0,
FC_H2,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,7.127136,7.127136,0,
FC_H2,Peninsular,2020,MaxCapacityAddition,PJ/y,0,111.574368,0,0,0,0,0,0,111.574368,
GAS_CC_CCS,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
GAS_CC_CCS,Eastern,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
GAS_CC_CCS,Western,2020,MaxCapacityAddition,PJ/y,200,200,200,200,200,0,0,0,0,
GAS_CC_CCS,Northwest,2020,MaxCapacityAddition,PJ/y,0,200,200,200,200,0,0,0,0,
GAS_CC_CCS,North,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
GAS_CC_CCS,Northeast,2020,MaxCapacityAddition,PJ/y,0,0,200,200,200,200,0,0,0,
GAS_CC_CCS,BajaCalif,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
GAS_CC_CCS,BajaCalifSouth,2020,MaxCapacityAddition,PJ/y,0,0,0,0,0,0,200,200,0,
GAS_CC_CCS,Peninsular,2020,MaxCapacityAddition,PJ/y,0,200,0,0,0,0,0,0,200,
GEOTH,Central,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
GEOTH,Eastern,2020,MaxCapacityAddition,PJ/y,200,200,200,0,0,0,0,0,0,
